SDOM,TYPEQU,NOMRS,CAPACITE,type,idINS,lon,lat
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE SAINT JEAN,247,Ecole élémentaire,r200N2241600E3964800,5.629988436,43.18907122
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE LOUIS VIGNOL,135,Ecole élémentaire,r200N2241200E3962800,5.603358497,43.18595716
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE GARDE (LA,133,Ecole élémentaire,r200N2239400E3962600,5.602743736,43.16802403
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE MARIA FABRY,222,Ecole élémentaire,r200N2243000E3963200,5.607149265,43.20236811
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE LOUIS PECOUT,92,Ecole élémentaire,r200N2241400E3961400,5.588321824,43.18617888
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE MALTEMPS,111,Ecole élémentaire,r200N2240400E3962600,5.60299387,43.17786622
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE LOUIS MARIN,125,Ecole élémentaire,r200N2240200E3963200,5.609095184,43.17681882
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE SALIS (LA,163,Ecole élémentaire,r200N2241200E3963600,5.613344136,43.18465192
C2,C201,COLLEGE MATAGOTS (LES,737,Collège,r200N2242000E3963600,5.613307213,43.19313801
C2,C201,COLLEGE JEAN JAURES,456,Collège,r200N2240000E3962600,5.60368604,43.17371002
C2,C201,COLLEGE VIREBELLE (QUARTIER,594,Collège,r200N2241200E3962600,5.602233563,43.18506561
C3,C301,LYCEE POLYVALENT AUGUSTE ET LOUIS LUMIERE,990,Lycée,r200N2241000E3962600,5.603236943,43.18326017
C3,C301,LYCEE POLYVALENT MEDITERRANEE (DE LA,1240,Lycée,r200N2242000E3963200,5.60978561,43.1921017
C3,C305,SECTION ENSEIGNT PROFESSIONNEL LPO DE LA MEDITERRANEE,,Autres,r200N2242000E3963400,5.611014295,43.19207197
C3,C305,SECTION ENSEIGNT PROFESSIONNEL LPO AUGUSTE ET LOUIS LUMIERE,,Autres,r200N2241200E3962400,5.599591893,43.18424805
C5,C502,IUT AIX MARSEILLE (LA CIOTAT AIX-MARSEILLE UNIVERSITE,,Autres,r200N2239800E3962600,5.603979114,43.17244263
C6,C610,VOAT,,Autres,r200N2239600E3961800,5.593063958,43.17008765
C6,C610,ATHELIA INSTITUT DE FORMATIONS COMPETENCES ET PERFECTIONNEMENT (AIFCP),,Autres,r200N2243800E3962600,5.599164393,43.20818216
C1,C108,ECOLE PRIMAIRE PUBLIQUE IGOR MITORAJ,157,Ecole élémentaire,r200N2285800E3922000,5.071014549,43.56340978
C1,C107,ECOLE MATERNELLE PUBLIQUE PIERRE CORNILLE,224,Ecole élémentaire,r200N2250600E3971400,5.704456978,43.27413152
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE SIMONE VEIL,371,Ecole élémentaire,r200N2250600E3971000,5.699698484,43.27359314
C1,C107,ECOLE MATERNELLE PUBLIQUE DESTROUSSE (LA,151,Ecole élémentaire,r200N2262400E3964000,5.605063996,43.37681627
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE LA DESTROUSSE,261,Ecole élémentaire,r200N2262400E3964000,5.605762048,43.37660621
C1,C107,ECOLE MATERNELLE PUBLIQUE CROS (LE,136,Ecole élémentaire,r200N2284400E3944600,5.350652764,43.56436663
C1,C108,ECOLE PRIMAIRE PRIVEE BOUTONS D'OR (LES) PED STEINER,48,Ecole élémentaire,r200N2282400E3945400,5.362537762,43.54594779
C1,C108,ECOLE PRIMAIRE PUBLIQUE LEONCE ARTAUD,379,Ecole élémentaire,r200N2285400E3945200,5.35723595,43.57295826
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE CROS (DU,246,Ecole élémentaire,r200N2284200E3944800,5.353816497,43.56339074
C6,C610,DSS MASTER CLASS,,Autres,r200N2282600E3945200,5.360475856,43.54819925
C1,C107,ECOLE MATERNELLE PUBLIQUE ARC EN CIEL,186,Ecole élémentaire,r200N2261800E3931000,5.200527805,43.35401297
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE FREDERIC MISTRAL,334,Ecole élémentaire,r200N2262200E3930400,5.192213117,43.35718303
C1,C107,ECOLE MATERNELLE PUBLIQUE EMMANUEL NICAISE,244,Ecole élémentaire,r200N2300200E3919600,5.030874718,43.69233029
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE GABRIEL PERI,251,Ecole élémentaire,r200N2300000E3919600,5.029571295,43.69055438
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE ANDRIEUX ET ANDRE GILOUS,210,Ecole élémentaire,r200N2300200E3919600,5.031216145,43.69203057
C2,C201,COLLEGE LUCIE AUBRAC,609,Collège,r200N2299400E3919600,5.03058774,43.68423461
C1,C107,ECOLE MATERNELLE PRIVEE LA SOURIS VERTE (MONTESSORI,20,Ecole élémentaire,r200N2283600E3931400,5.189052966,43.54980196
C1,C107,ECOLE MATERNELLE PUBLIQUE LA POMME DE PIN,149,Ecole élémentaire,r200N2283400E3934200,5.223674677,43.54906988
C1,C107,ECOLE MATERNELLE PUBLIQUE PAUL DOUMER,139,Ecole élémentaire,r200N2283800E3931600,5.190625361,43.55097067
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE LA POMME DE PIN,296,Ecole élémentaire,r200N2283400E3934200,5.223674677,43.54906988
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE PAUL DOUMER,305,Ecole élémentaire,r200N2283800E3931600,5.191413042,43.55078915
C2,C201,COLLEGE LOUIS LEPRINCE RINGUET,661,Collège,r200N2284200E3930800,5.181927401,43.55438759
C1,C107,ECOLE MATERNELLE PUBLIQUE MARIE MAURON,87,Ecole élémentaire,r200N2272200E3911200,4.947683349,43.43464714
C1,C107,ECOLE MATERNELLE PUBLIQUE GILBERT DEL CORSO,142,Ecole élémentaire,r200N2275400E3910600,4.938275451,43.46271126
C1,C107,ECOLE MATERNELLE PUBLIQUE MAZET (LE,142,Ecole élémentaire,r200N2274800E3911000,4.944090931,43.45874345
C1,C107,ECOLE MATERNELLE PUBLIQUE JONQUIERE,96,Ecole élémentaire,r200N2273400E3910800,4.943831575,43.44574871
C1,C107,ECOLE MATERNELLE PUBLIQUE MICHEL GERACHIOS,121,Ecole élémentaire,r200N2274600E3910600,4.93871874,43.45578464
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE MICHEL GERACHIOS,215,Ecole élémentaire,r200N2274400E3910600,4.938406245,43.45508981
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE JEAN GIONO,187,Ecole élémentaire,r200N2272200E3911000,4.946750451,43.4340291
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE MAZET (LE,229,Ecole élémentaire,r200N2274800E3911000,4.944309287,43.45902643
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE JOSEPH D'ARBAUD,186,Ecole élémentaire,r200N2273400E3910800,4.943340745,43.44569812
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE GILBERT DEL CORSO,224,Ecole élémentaire,r200N2275800E3910400,4.935166326,43.46636931
C2,C201,COLLEGE ANDRE MALRAUX,818,Collège,r200N2275000E3909600,4.926281316,43.45932802
C6,C610,AFTRAL,,Autres,r200N2276000E3910600,4.938961855,43.46900133
C1,C107,ECOLE MATERNELLE PUBLIQUE OUVIERE,114,Ecole élémentaire,r200N2271000E3960400,5.554847968,43.45283042
C1,C107,ECOLE MATERNELLE PUBLIQUE 14 JUILLET,87,Ecole élémentaire,r200N2271200E3961000,5.561140248,43.45428358
C1,C108,ECOLE PRIMAIRE PUBLIQUE LA ROQUE MARTINE,199,Ecole élémentaire,r200N2271600E3961000,5.561340508,43.45877958
C1,C108,ECOLE PRIMAIRE PUBLIQUE LA BARQUE,138,Ecole élémentaire,r200N2274000E3959200,5.537965603,43.47881349
C1,C108,ECOLE PRIMAIRE PRIVEE SAINTE MARIE,216,Ecole élémentaire,r200N2271200E3960800,5.559068857,43.45431659
C1,C109,ECOLE ELEMENTAIRE PRIVE STE VICTOIRE INTER.SCHOOL,51,Ecole élémentaire,r200N2272000E3963800,5.596047154,43.46329997
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE ARTHUR RIMBAUD,134,Ecole élémentaire,r200N2271200E3961200,5.56371034,43.45455289
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE OUVIERE,284,Ecole élémentaire,r200N2271000E3960200,5.55337772,43.45291864
C2,C201,COLLEGE FONT D AURUMY,886,Collège,r200N2270600E3960800,5.559665781,43.44891757
C3,C301,ECOLE 2D DEGRE GENERAL PRIVEE STE VICTOIRE INTERNATIONAL SCHOOL,94,Lycée,r200N2271800E3964000,5.597784885,43.46127959
C1,C107,ECOLE MATERNELLE PUBLIQUE TERRILS BLEUS (LES,135,Ecole élémentaire,r200N2271800E3953600,5.469759206,43.45550486
C1,C107,ECOLE MATERNELLE PUBLIQUE BEAU SOLEIL,123,Ecole élémentaire,r200N2271600E3953800,5.472150653,43.4536501
C1,C107,ECOLE MATERNELLE PUBLIQUE AIRES (LES,107,Ecole élémentaire,r200N2271400E3954600,5.481949732,43.45297198
C1,C107,ECOLE MATERNELLE PUBLIQUE FONTVENELLE,102,Ecole élémentaire,r200N2272200E3952800,5.459688839,43.45895515
C1,C107,ECOLE MATERNELLE PUBLIQUE VELINE,79,Ecole élémentaire,r200N2271600E3953800,5.472208906,43.4537693
C1,C107,ECOLE MATERNELLE PUBLIQUE ELSA TRIOLET ( BILINGUE OCCITAN,98,Ecole élémentaire,r200N2271400E3955000,5.487807413,43.45333676
C1,C108,ECOLE PRIMAIRE PRIVEE SAINT JOSEPH,221,Ecole élémentaire,r200N2272400E3954600,5.482708718,43.46202679
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE LUCIE AUBRAC,209,Ecole élémentaire,r200N2272200E3952800,5.46123396,43.45839917
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE FREDERIC MISTRAL,152,Ecole élémentaire,r200N2270200E3952200,5.455566528,43.44142578
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE PAUL CEZANNE,147,Ecole élémentaire,r200N2270000E3952200,5.454255701,43.4396553
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT,207,Ecole élémentaire,r200N2271400E3953600,5.470839037,43.4518798
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE GEORGES BRASSENS,224,Ecole élémentaire,r200N2271400E3954600,5.482156021,43.45244708
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE ALBERT BAYET,152,Ecole élémentaire,r200N2271400E3953800,5.473346318,43.45272271
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE CHATEAU PITTY,120,Ecole élémentaire,r200N2271400E3954600,5.48203682,43.45247348
C2,C201,COLLEGE GABRIEL PERI,422,Collège,r200N2271600E3953600,5.469681966,43.4537064
C2,C201,COLLEGE PESQUIER,615,Collège,r200N2270400E3953400,5.4680231,43.44384302
C3,C301,LYCEE POLYVALENT MARIE MADELEINE FOURCADE,1940,Lycée,r200N2271000E3956400,5.506633361,43.45105762
C3,C303,LEGTA AIX VALABRE,377,Lycée,r200N2273200E3952400,5.453954742,43.46824603
C3,C305,SECTION ENSEIGNT PROFESSIONNEL MARIE MADELEINE FOURCADE,,Autres,r200N2271600E3953400,5.469132198,43.45318966
C5,C503,ENS MINES GARDANNE ENS DES MINES ST ETIENNE,,Autres,r200N2270600E3954400,5.481022065,43.44506738
C6,C603,CFPPA AIX VALABRE,603,Autres,r200N2273400E3952400,5.45358977,43.4687986
C6,C610,LP,,Autres,r200N2271600E3953400,5.469132198,43.45318966
C6,C610,CFPPA - SITE DE GARDANNE,,Autres,r200N2272200E3952400,5.456334567,43.45941045
C6,C610,LEGTA,,Autres,r200N2273000E3952200,5.451703397,43.46671621
C6,C610,LYCEE GENERAL ET TECHNOLOGIQUE MARIE MADELEINE FOURCADE,,Autres,r200N2271600E3954200,5.477126746,43.45443657
C1,C107,ECOLE MATERNELLE PUBLIQUE VESSIOT,157,Ecole élémentaire,r200N2253200E3965400,5.6274895,43.29383234
C1,C108,ECOLE PRIMAIRE PUBLIQUE CULASSE (LA,224,Ecole élémentaire,r200N2254200E3964600,5.617805704,43.30403895
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE VESSIOT,305,Ecole élémentaire,r200N2253200E3965400,5.62919529,43.29423323
C2,C201,COLLEGE JEAN DE LA FONTAINE,730,Collège,r200N2252400E3964800,5.622713835,43.28719028
C3,C301,LYCEE GENERAL PRIVE SAINT JEAN DE GARGUIER,436,Lycée,r200N2252000E3964800,5.621319647,43.28362391
C6,C610,AFC GROUPE,,Autres,r200N2251800E3963800,5.609730561,43.28040202
C1,C107,ECOLE MATERNELLE PUBLIQUE MARIE MAURON,85,Ecole élémentaire,r200N2265600E3932600,5.217046205,43.38834345
C1,C107,ECOLE MATERNELLE PUBLIQUE NELSON MANDELA,139,Ecole élémentaire,r200N2265800E3934600,5.241201585,43.39106814
C1,C107,ECOLE MATERNELLE PUBLIQUE DAVID DOUILLET,76,Ecole élémentaire,r200N2265600E3934000,5.234277748,43.38966167
C1,C108,ECOLE PRIMAIRE PUBLIQUE MARCEL PAGNOL,245,Ecole élémentaire,r200N2265800E3933800,5.232413373,43.38986997
C1,C108,ECOLE PRIMAIRE PRIVEE ST LOUIS,243,Ecole élémentaire,r200N2266400E3934200,5.23536843,43.39614248
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE NELSON MANDELA,254,Ecole élémentaire,r200N2265800E3934600,5.241201585,43.39106814
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE MARIE MAURON,142,Ecole élémentaire,r200N2266000E3934400,5.237478701,43.39284389
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE DAVID DOUILLET,160,Ecole élémentaire,r200N2265600E3934000,5.234609106,43.38956654
C2,C201,COLLEGE PETIT PRINCE (LE,713,Collège,r200N2266000E3933600,5.227653962,43.39325144
C3,C301,LYCEE GEN.ET TECHNOL.PRIVE ST LOUIS - STE MARIE,885,Lycée,r200N2266600E3934200,5.235227492,43.39759528
C6,C610,ETS CATHOL ENS ST LOUIS STE MARIE,,Autres,r200N2266000E3933400,5.226351243,43.39147827
C1,C107,ECOLE MATERNELLE PUBLIQUE JACQUES PREVERT,184,Ecole élémentaire,r200N2290800E3922000,5.066351645,43.6097529
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE GEORGES BRASSENS,308,Ecole élémentaire,r200N2290800E3921800,5.064700581,43.60808836
C1,C107,ECOLE MATERNELLE PUBLIQUE MARIE MAURON,140,Ecole élémentaire,r200N2268800E3959200,5.540513578,43.43234379
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE GREASQUE (DE,299,Ecole élémentaire,r200N2268800E3959600,5.547761236,43.43119557
C2,C201,COLLEGE DENIS MOUSTIER,955,Collège,r200N2268600E3959200,5.542786189,43.43041236
C1,C107,ECOLE MATERNELLE PUBLIQUE RENE CALAMAND,94,Ecole élémentaire,r200N2280200E3914600,4.983579146,43.50869299
C1,C107,ECOLE MATERNELLE PUBLIQUE JULES FERRY,81,Ecole élémentaire,r200N2278600E3914600,4.98434897,43.49517912
C1,C107,ECOLE MATERNELLE PRIVEE MONTESSORI GRANDIR,12,Ecole élémentaire,r200N2281200E3912800,4.961470068,43.51684529
C1,C107,ECOLE MATERNELLE PUBLIQUE CLE DES CHAMPS (LA,140,Ecole élémentaire,r200N2289800E3911200,4.935730957,43.59325781
C1,C107,ECOLE MATERNELLE PUBLIQUE RAOUL ORTOLLAN,78,Ecole élémentaire,r200N2282200E3912400,4.955738528,43.52629833
C1,C107,ECOLE MATERNELLE PUBLIQUE ELISE ET JEAN MILLE,95,Ecole élémentaire,r200N2278400E3914800,4.98745649,43.49239806
C1,C107,ECOLE MATERNELLE PUBLIQUE REINE MARIE CASIMIR GOUIN,211,Ecole élémentaire,r200N2281200E3914400,4.981681141,43.51731019
C1,C107,ECOLE MATERNELLE PUBLIQUE JEAN MOULIN,140,Ecole élémentaire,r200N2279400E3915000,4.989396572,43.50170621
C1,C107,ECOLE MATERNELLE PUBLIQUE CLOS DE LA ROCHE,84,Ecole élémentaire,r200N2278400E3914000,4.979283267,43.49167178
C1,C107,ECOLE MATERNELLE PUBLIQUE PIERRE MENDES-FRANCE,155,Ecole élémentaire,r200N2279200E3914600,4.98453531,43.50057561
C1,C107,ECOLE MATERNELLE PUBLIQUE CENTRE DE L'ENFANCE,80,Ecole élémentaire,r200N2278600E3914400,4.983082486,43.49430231
C1,C107,ECOLE MATERNELLE PUBLIQUE JACQUELINE AURIOL,120,Ecole élémentaire,r200N2280200E3915800,4.998470519,43.51021963
C1,C107,ECOLE MATERNELLE PUBLIQUE PIERRE ARMANET,106,Ecole élémentaire,r200N2278600E3915200,4.99299709,43.49502053
C1,C108,ECOLE PRIMAIRE PUBLIQUE MAURICE GOUIN,368,Ecole élémentaire,r200N2280200E3913200,4.966641495,43.50832544
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY,162,Ecole élémentaire,r200N2278600E3914600,4.98434897,43.49517912
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE RENE CALAMAND,226,Ecole élémentaire,r200N2280200E3914600,4.983610195,43.50959242
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE ELISE ET JEAN MILLE,171,Ecole élémentaire,r200N2278600E3914800,4.988024202,43.49421183
C1,C109,ECOLE ELEMENTAIRE PRIVEE ECOLE MONTESSORI GRANDIR,6,Ecole élémentaire,r200N2281200E3912800,4.961470068,43.51684529
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE PIERRE ARMANET,168,Ecole élémentaire,r200N2278200E3915400,4.995484174,43.49240813
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE CAMILLE PIERRON,162,Ecole élémentaire,r200N2278400E3914400,4.983020421,43.49250348
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE GOUIN 2,252,Ecole élémentaire,r200N2281200E3914400,4.981781255,43.5178606
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE GOUIN 1,198,Ecole élémentaire,r200N2281200E3914400,4.981443443,43.51736746
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE JEAN MOULIN,215,Ecole élémentaire,r200N2279400E3915000,4.989396572,43.50170621
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE CLOS DE LA ROCHE,157,Ecole élémentaire,r200N2278200E3914200,4.980518643,43.49164923
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE PIERRE MENDES-FRANCE,208,Ecole élémentaire,r200N2279200E3914600,4.98453531,43.50057561
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE RAOUL ORTOLLAN,150,Ecole élémentaire,r200N2282200E3912400,4.955738528,43.52629833
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE CLE DES CHAMPS (LA,262,Ecole élémentaire,r200N2290200E3911000,4.932541625,43.59695936
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE JACQUELINE AURIOL,231,Ecole élémentaire,r200N2280200E3915800,4.998470519,43.51021963
C2,C201,COLLEGE ALAIN SAVARY,577,Collège,r200N2279000E3914600,4.984473193,43.49877678
C2,C201,COLLEGE ALPHONSE DAUDET,673,Collège,r200N2279000E3914400,4.983800837,43.49738925
C2,C201,COLLEGE LOUIS PASTEUR,652,Collège,r200N2280200E3915000,4.988379488,43.50964477
C2,C201,COLLEGE ELIE COUTAREL,711,Collège,r200N2279800E3914400,4.983258114,43.50589774
C3,C301,LYCEE GENERAL ET TECHNOLOGIQUE ARTHUR RIMBAUD,1262,Lycée,r200N2278600E3914800,4.989259628,43.49418917
C3,C301,LYCEE TECHNIQUE PRIVE UIMM ALPES MEDITERRANEE,25,Lycée,r200N2282600E3913400,4.968223047,43.52967256
C3,C302,LP LYCEE DES METIERS LATECOERE,392,Lycée,r200N2279600E3915400,4.995780298,43.50396922
C4,C410,GRETA OUEST 13 COLLEGE ALPHONSE DAUDET,,Autres,r200N2279000E3914600,4.984473193,43.49877678
C6,C610,LYCEE POLYVALENT RIMBAUD ARTHUR,,Autres,r200N2278600E3915000,4.989290759,43.49508858
C6,C610,REGIE EQUESTRE DU DEVEN,,Autres,r200N2277200E3915600,4.998736388,43.48231515
C6,C610,LYCEE PROFESSIONNEL PIERRE LATECOERE - LYCEE DES METIERS DE L'INDUSTRIE,,Autres,r200N2279600E3915600,4.997015931,43.50394647
C6,C610,ESPACE FORMATION,,Autres,r200N2278600E3915400,4.996276492,43.49580862
C6,C610,GESTION CTRE FORMA APPR INDUS PROVENCE,,Autres,r200N2279800E3913200,4.967776855,43.50415511
C6,C610,CENT FORMATION DES APPRENTIS,,Autres,r200N2279800E3915400,4.993371428,43.5058135
C1,C107,ECOLE MATERNELLE PUBLIQUE GARE,111,Ecole élémentaire,r200N2290800E3968200,5.63824721,43.63548967
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE REPUBLIQUE,239,Ecole élémentaire,r200N2291000E3968400,5.639956256,43.63693941
C1,C107,ECOLE MATERNELLE PUBLIQUE LES MICOCOULIERS,73,Ecole élémentaire,r200N2300600E3924200,5.087969756,43.69911673
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE LAMANON,136,Ecole élémentaire,r200N2300800E3924200,5.087849959,43.70087096
C1,C107,ECOLE MATERNELLE PUBLIQUE VENTARELLE (LA,128,Ecole élémentaire,r200N2294800E3938200,5.265153687,43.65349742
C1,C107,ECOLE MATERNELLE PUBLIQUE ECUREUILS (LES,126,Ecole élémentaire,r200N2294200E3937800,5.259876324,43.64820671
C1,C108,ECOLE PRIMAIRE PRIVEE JEANNE D'ARC,168,Ecole élémentaire,r200N2294600E3937600,5.256947981,43.65253134
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT,254,Ecole élémentaire,r200N2294600E3938400,5.267485977,43.65254909
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE VINCENT VAN GOGH,252,Ecole élémentaire,r200N2294400E3938200,5.265532214,43.65016081
C2,C201,COLLEGE JEAN GUEHENNO,499,Collège,r200N2294400E3938400,5.2667362,43.65133951
C3,C303,MFREO DE LAMBESC,204,Lycée,r200N2297200E3934400,5.21519346,43.67341508
C6,C610,ASS MAISO FAMIL CANTON LAMBESC,,Autres,r200N2297400E3934400,5.21629341,43.67520849
C1,C107,ECOLE MATERNELLE PUBLIQUE LEI CIGALOUN,135,Ecole élémentaire,r200N2288400E3926800,5.128081285,43.59040793
C1,C108,ECOLE PRIMAIRE PUBLIQUE VAL DE SIBOURG,107,Ecole élémentaire,r200N2287200E3933600,5.212333282,43.58403781
C1,C108,ECOLE PRIMAIRE PUBLIQUE BAISSES,95,Ecole élémentaire,r200N2282800E3928200,5.149684744,43.54013153
C1,C108,ECOLE PRIMAIRE PUBLIQUE PINEDES (LES,358,Ecole élémentaire,r200N2289200E3927400,5.134001949,43.59681182
C1,C108,ECOLE PRIMAIRE PUBLIQUE MOULIN DE LAURE,198,Ecole élémentaire,r200N2288200E3927400,5.135196392,43.58928233
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE MARIE MAURON,239,Ecole élémentaire,r200N2288400E3926400,5.122355798,43.58926885
C2,C201,COLLEGE CAROLINE AIGLE,562,Collège,r200N2289200E3926800,5.127844156,43.59776485
C1,C107,ECOLE MATERNELLE PUBLIQUE ESPELIDO,109,Ecole élémentaire,r200N2304000E3932200,5.182748979,43.73277603
C1,C107,ECOLE MATERNELLE PUBLIQUE JOLIOT-CURIE,103,Ecole élémentaire,r200N2303800E3931800,5.178723734,43.73087787
C1,C108,ECOLE PRIMAIRE PRIVEE SAINT MICHEL,131,Ecole élémentaire,r200N2301400E3932800,5.191962247,43.71023179
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE CAMILLE CLAUDEL,140,Ecole élémentaire,r200N2303200E3931800,5.179792928,43.72635555
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE FREDERIC MISTRAL,241,Ecole élémentaire,r200N2303200E3931800,5.179527232,43.7262758
C2,C201,COLLEGE COLLINES DURANCE,569,Collège,r200N2303600E3931800,5.178655266,43.72907887
C6,C610,LA FACTORY,,Autres,r200N2302400E3931200,5.172077746,43.71930834
C6,C610,ECOLE DE LA CONSTRUCTION DES INFRASTRUCTURES ET RESEAUX FORMATION,,Autres,r200N2301200E3934200,5.210176425,43.70953952
C1,C107,ECOLE MATERNELLE PUBLIQUE GUYNEMER,156,Ecole élémentaire,r200N2269200E3932800,5.216395609,43.42138235
C1,C107,ECOLE MATERNELLE PUBLIQUE MARIE MADELEINE FOURCADE,131,Ecole élémentaire,r200N2268200E3931400,5.201211878,43.41179207
C1,C107,ECOLE MATERNELLE PUBLIQUE RAUMETTES (LES,52,Ecole élémentaire,r200N2268600E3933200,5.222543016,43.41636341
C1,C107,ECOLE MATERNELLE PUBLIQUE MARIE CURIE,136,Ecole élémentaire,r200N2269000E3932000,5.206387491,43.41798671
C1,C107,ECOLE MATERNELLE PUBLIQUE CARESTIER (LE,138,Ecole élémentaire,r200N2267400E3933000,5.220671252,43.40419479
C1,C107,ECOLE MATERNELLE PUBLIQUE HELENE BOUCHER,131,Ecole élémentaire,r200N2269000E3932600,5.213097886,43.41812123
C1,C107,ECOLE MATERNELLE PUBLIQUE MARCEL PAGNOL,123,Ecole élémentaire,r200N2267200E3935400,5.249985893,43.40433863
C1,C107,ECOLE MATERNELLE PUBLIQUE ALBERT CAMUS,74,Ecole élémentaire,r200N2267200E3935400,5.249985893,43.40433863
C1,C107,ECOLE MATERNELLE PUBLIQUE MEDITERRANEE (PARC,88,Ecole élémentaire,r200N2268000E3933600,5.227116605,43.41126238
C1,C107,ECOLE MATERNELLE PUBLIQUE FONTINELLES (LES,136,Ecole élémentaire,r200N2269000E3931600,5.201452681,43.41808714
C1,C107,ECOLE MATERNELLE PUBLIQUE JEAN MOULIN,45,Ecole élémentaire,r200N2268800E3933200,5.221135654,43.41695515
C1,C108,ECOLE PRIMAIRE PRIVEE SAINT LOUIS SAINTE MARIE,242,Ecole élémentaire,r200N2268000E3934400,5.236883826,43.41171293
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE ALDERIC CHAVE,203,Ecole élémentaire,r200N2268800E3932600,5.213730859,43.41771895
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE GUYNEMER,303,Ecole élémentaire,r200N2269200E3932800,5.216395609,43.42138235
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE MARIE MADELEINE FOURCADE,268,Ecole élémentaire,r200N2268200E3931400,5.201211878,43.41179207
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE FONTINELLES (LES,267,Ecole élémentaire,r200N2269000E3931600,5.202307623,43.41801773
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE ALBERT CAMUS,113,Ecole élémentaire,r200N2268200E3933200,5.221852322,43.41137403
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE MARIE CURIE,229,Ecole élémentaire,r200N2269000E3932000,5.207621191,43.41796157
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE CARESTIER (LE,269,Ecole élémentaire,r200N2267400E3933000,5.22114368,43.40481617
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL,223,Ecole élémentaire,r200N2267200E3935400,5.249857214,43.40453931
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE JEAN MOULIN,330,Ecole élémentaire,r200N2268800E3933000,5.219958129,43.41770937
C2,C201,COLLEGE GEORGES BRASSENS,791,Collège,r200N2268600E3931800,5.203816765,43.41533906
C2,C201,COLLEGE PRIVE STE MARIE,866,Collège,r200N2268800E3932600,5.213789673,43.41783565
C2,C201,COLLEGE EMILIE DE MIRABEAU,885,Collège,r200N2267200E3933600,5.226803439,43.40316884
