idINS,osm_id,name,brand,shop,lon,lat
r200N2267800E3944200,1798709424,Castorama,Castorama,doityourself,5.3588884,43.41489149
r200N2270400E3936200,2172322465,Castorama,Castorama,doityourself,5.2582834,43.43434639
r200N2252200E3945800,154611132,Bricorama,Bricorama,doityourself,5.389174092,43.27473589
r200N2279800E3951800,305970068,Bricorama,Bricorama,doityourself,5.4429903,43.52723349
r200N2253800E3944000,7188418940,Bricorama,Bricorama,doityourself,5.3654534,43.28853569
r200N2255800E3947800,50133490,Weldom,Weldom,doityourself,5.411403161,43.3083235
r200N2263800E3963600,158277419,Weldom,Weldom,doityourself,5.59875717,43.38924686
r200N2281800E3912600,179260548,Weldom,Weldom,doityourself,4.959435846,43.52198128
r200N2249600E3946400,799549617,Weldom,Weldom,doityourself,5.3987206,43.25169149
r200N2249600E3948200,1801732968,Weldom,Weldom,doityourself,5.4205344,43.25216319
r200N2254800E3946600,1897947126,Weldom,Weldom,doityourself,5.396948,43.29868429
r200N2293200E3924600,2595613132,Weldom,Weldom,doityourself,5.0970861,43.63141839
r200N2258600E3951600,4846567029,Weldom Croix-Rouge,Weldom,doityourself,5.4548245,43.33505829
r200N2269000E3959200,156552719,Mr.Bricolage,Mr.Bricolage,doityourself,5.540790448,43.43442318
r200N2298000E3956600,800350380,Mr.Bricolage,Mr.Bricolage,doityourself,5.489539434,43.69289619
r200N2254200E3944800,2039908805,Mr.Bricolage,Mr.Bricolage,doityourself,5.3748084,43.29301079
r200N2253400E3945600,5217832543,Mr.Bricolage,Mr.Bricolage,doityourself,5.385244,43.28588349
r200N2280400E3952000,6856030530,Mr.Bricolage,Mr.Bricolage,doityourself,5.445838,43.53255399
r200N2241400E3962800,12584881445,Mr.Bricolage,Mr.Bricolage,doityourself,5.6047015,43.18754039
r200N2244600E3957800,76018152,Spar,Spar,supermarket,5.539719994,43.21352198
r200N2269800E3971000,129067051,Spar,Spar,supermarket,5.684863952,43.44779695
r200N2251400E3947200,153559837,Spar,Spar,supermarket,5.406648955,43.26946821
r200N2264200E3959800,286223664,Spar,Spar,supermarket,5.551427455,43.39127394
r200N2266400E3935400,1094328224,Spar,Spar,supermarket,5.250230101,43.39777222
r200N2249000E3946600,308239320,Spar,Spar,supermarket,5.4010833,43.24738009
r200N2269200E3919200,890588172,Spar,Spar,supermarket,5.0505947,43.41221469
r200N2254400E3944800,997670266,Spar,Spar,supermarket,5.3746669,43.29336439
r200N2300800E3930000,1833549586,Spar,Spar,supermarket,5.1576466,43.70340089
r200N2256800E3947600,1936436849,Spar,Spar,supermarket,5.4068121,43.31812059
r200N2254200E3945600,2028322671,Spar,Spar,supermarket,5.3857663,43.29376429
r200N2253800E3944200,2425979807,Spar,Spar,supermarket,5.3668616,43.28900089
r200N2253600E3946000,2608216161,Spar,Spar,supermarket,5.3894934,43.28727309
r200N2295400E3945000,3469865805,Spar,Spar,supermarket,5.3475432,43.66392239
r200N2260000E3943800,3823091151,Spar,Spar,supermarket,5.3593471,43.34363219
r200N2280400E3914600,3883692708,Spar,Spar,supermarket,4.9832466,43.51013689
r200N2240200E3971400,4500111027,Spar,Spar,supermarket,5.7114967,43.18124259
r200N2240600E3970600,4500111028,Spar,Spar,supermarket,5.7001874,43.18372339
r200N2261000E3919000,5300871444,Spar,Spar,supermarket,5.0530737,43.33841999
r200N2250800E3971200,6654456457,Spar,Spar,supermarket,5.7001106,43.27560819
r200N2254200E3944800,6801358085,Spar,Spar,supermarket,5.3751237,43.29281089
r200N2255000E3945800,6829712712,Spar,Spar,supermarket,5.3857514,43.29986589
r200N2283800E3951400,8933836479,Spar,Spar,supermarket,5.4345281,43.56194699
r200N2270600E3893000,9031317113,Spar,Spar,supermarket,4.7265733,43.40914049
r200N2254000E3944600,11003405937,Spar,Spar,supermarket,5.3719245,43.29099199
r200N2261400E3943800,159863961,Supeco,Supeco,supermarket,5.356823651,43.35706753
r200N2271600E3954000,446232882,Supeco,Supeco,supermarket,5.4758498,43.45396149
r200N2247400E3946600,40254512,E.Leclerc,E.Leclerc,supermarket,5.401541457,43.23298945
r200N2292000E3959800,85491772,Centre Commercial E.Leclerc,Centre Commercial E.Leclerc,supermarket,5.533529265,43.64176213
r200N2281600E3913000,98792771,Centre Commercial E.Leclerc,Centre Commercial E.Leclerc,supermarket,4.964494971,43.52100412
r200N2268200E3932000,485887758,E. Leclerc,E.Leclerc,supermarket,5.207879877,43.41111218
r200N2292800E3926000,1335046156,E.Leclerc,E.Leclerc,supermarket,5.115245723,43.62935992
r200N2294200E3938200,27408562,Carrefour Contact,Carrefour Contact,supermarket,5.26562367,43.64857598
r200N2286800E3955200,66532624,Carrefour Market,Carrefour Market,supermarket,5.47917347,43.59184113
r200N2253200E3945600,69125351,Carrefour Market,Carrefour Market,supermarket,5.384400554,43.28347422
r200N2287600E3916200,86076074,Carrefour Market,Carrefour Market,supermarket,4.999336725,43.57684916
r200N2305200E3924400,86421689,Carrefour Contact,Carrefour Contact,supermarket,5.086951082,43.7402405
r200N2288000E3927600,104817650,Carrefour Contact,Carrefour Contact,supermarket,5.139115825,43.58683648
r200N2276200E3933600,110076942,Carrefour Contact,Carrefour Contact,supermarket,5.221686275,43.48497135
r200N2265400E3933600,114702171,Carrefour Market,Carrefour Market,supermarket,5.22939553,43.3873492
r200N2249200E3945800,154483244,Carrefour,Carrefour,supermarket,5.389665682,43.2484508
r200N2251000E3945800,154561822,Carrefour contact,Carrefour Contact,supermarket,5.38997742,43.26441585
r200N2252000E3947800,154570290,Carrefour Market,Carrefour Market,supermarket,5.413063764,43.27380362
r200N2253400E3947800,154597268,Carrefour Market,Carrefour Market,supermarket,5.413189503,43.28635165
r200N2241400E3962600,155885282,Carrefour,Carrefour,supermarket,5.601217662,43.18694773
r200N2250600E3972400,156584372,Carrefour Contact,Carrefour Contact,supermarket,5.71665325,43.27566849
r200N2256600E3950200,158106346,Carrefour Market,Carrefour Market,supermarket,5.439715825,43.31770655
r200N2256400E3952000,158121699,Carrefour Market,Carrefour Market,supermarket,5.462410356,43.31578192
r200N2266600E3926000,199843292,Carrefour,Carrefour,supermarket,5.13509229,43.3936284
r200N2269400E3915400,200840428,Carrefour,Carrefour,supermarket,5.001866023,43.4124124
r200N2300400E3982000,215761847,Carrefour Market,Carrefour Market,supermarket,5.802150843,43.72880108
r200N2277600E3947800,295843621,Carrefour,Carrefour,supermarket,5.396086771,43.50574998
r200N2295400E3924800,353399290,Carrefour Market,Carrefour Market,supermarket,5.098369667,43.65254501
r200N2266200E3928200,674927684,Carrefour Contact,Carrefour Contact,supermarket,5.163368201,43.39088274
r200N2296600E3957600,799042065,,Carrefour Drive,supermarket,5.501922851,43.68065288
r200N2270400E3936200,986906241,Carrefour Drive,Carrefour,supermarket,5.258127565,43.43318888
r200N2262400E3943200,442165169,Carrefour,Carrefour,supermarket,5.3496601,43.36460019
r200N2273000E3953000,479773633,Carrefour Market,Carrefour Market,supermarket,5.4635238,43.46645509
r200N2280800E3949200,673417053,Carrefour Market,Carrefour Market,supermarket,5.409461,43.53471199
r200N2262000E3940400,1485011633,Carrefour,Carrefour,supermarket,5.3157484,43.36002799
r200N2270400E3970400,1562051033,Carrefour Market,Carrefour Market,supermarket,5.678524,43.45184399
r200N2258800E3949800,1594619880,Carrefour Market,Carrefour Market,supermarket,5.4334172,43.33583469
r200N2252400E3946200,2822222312,Carrefour Market,Carrefour Market,supermarket,5.3926593,43.27733659
r200N2269600E3915400,2862923420,Carrefour,Carrefour,supermarket,5.0023597,43.41327409
r200N2260000E3951400,3307709493,Carrefour Contact,Carrefour Contact,supermarket,5.4509281,43.34744499
r200N2253800E3943600,3621363123,Carrefour Market,Carrefour Market,supermarket,5.3592217,43.28890089
r200N2253400E3945600,4235312883,Carrefour Market,Carrefour Market,supermarket,5.3855778,43.28511439
r200N2300400E3982000,4474995996,Carrefour Market Drive,Carrefour Market,supermarket,5.8017104,43.72865669
r200N2253400E3945000,4811872517,Carrefour Market,Carrefour Market,supermarket,5.377296,43.28526799
r200N2279600E3951800,4969288798,Carrefour Market,Carrefour Market,supermarket,5.4427484,43.52532699
r200N2253400E3951600,5182286410,Carrefour Contact,Carrefour Contact,supermarket,5.4598461,43.28904969
r200N2258800E3953000,5204401261,Carrefour Market,Carrefour Market,supermarket,5.4728928,43.33813399
r200N2277200E3929800,5640353110,Carrefour Market,Carrefour Market,supermarket,5.173493,43.49061899
r200N2267600E3917800,6481568897,Carrefour,Carrefour,supermarket,5.033494,43.39773679
r200N2260600E3952600,6715448986,Carrefour Contact,Carrefour Contact,supermarket,5.466641,43.35500469
r200N2275800E3943800,6769497485,Carrefour Contact,Carrefour Contact,supermarket,5.348302,43.48589979
r200N2254600E3944800,6967474368,Carrefour Market,Carrefour Market,supermarket,5.3749647,43.29667539
r200N2277000E3934200,8124326547,Carrefour Market,Carrefour Market,supermarket,5.2288565,43.49224189
r200N2275000E3975000,8124500419,Carrefour Contact,Carrefour Contact,supermarket,5.7325217,43.49676089
r200N2270200E3936400,8380140295,Carrefour,Carrefour,supermarket,5.2596563,43.43154349
r200N2255200E3944200,9624572417,Carrefour Market Marseille Schuman,Carrefour Market,supermarket,5.3662921,43.30128489
r200N2255400E3946000,10876286007,Carrefour Market,Carrefour Market,supermarket,5.3892097,43.30422929
r200N2252600E3959000,11389795350,Carrefour Market,Carrefour Market,supermarket,5.5490226,43.28607869
r200N2258200E3947000,12609556452,Carrefour,Carrefour,supermarket,5.3988087,43.32991659
r200N2270400E3936600,101284820,Leader Price,Leader Price,supermarket,5.261560969,43.43434406
r200N2276800E3934600,110077706,Leader Price,Leader Price,supermarket,5.233115295,43.491084
r200N2276800E3934600,110080335,Leader Price,Leader Price,supermarket,5.233329317,43.49100668
r200N2258200E3949600,112834252,Leader Price,Leader Price,supermarket,5.430821189,43.33171452
r200N2274000E3910400,2868350074,Leader Price,Leader Price,supermarket,4.9367792,43.45001779
r200N2252200E3946400,4903008893,Leader Price Express,Leader Price,supermarket,5.3952927,43.27520229
r200N2270600E3947600,92764045,Super U,Super U,supermarket,5.39826473,43.44120803
r200N2252400E3947600,154588735,Super U,Super U,supermarket,5.411636316,43.27845581
r200N2262400E3972000,699275030,Super U,Super U,supermarket,5.704215163,43.38145004
r200N2283600E3931000,492647165,Super U,Super U,supermarket,5.1829596,43.54958679
r200N2253800E3943800,1472901345,Super U,Super U,supermarket,5.3634096,43.28768529
r200N2304800E3944600,1793238919,Super U,Super U,supermarket,5.3369162,43.74747939
r200N2254000E3946400,1932131603,Super U,Super U,supermarket,5.3934204,43.29202859
r200N2254200E3947000,2062986840,Super U,Super U,supermarket,5.4020597,43.29381419
r200N2262400E3940000,2291950375,Super U,Super U,supermarket,5.3098888,43.36380209
