idINS,lon,lat,sprincp,cconac,type
r200N2279800E3952600,5.452845662,43.52646767,100,4721Z,alim
r200N2279800E3952600,5.452440537,43.52682829,37,4724Z,alim
r200N2280200E3952200,5.447735617,43.53056785,44,4729Z,alim
r200N2278000E3954200,5.473178499,43.51266885,45,4725Z,alim
r200N2277800E3948400,5.401879037,43.50783856,316,4725Z,alim
r200N2286600E3946400,5.371244679,43.5856702,293,4725Z,alim
r200N2280800E3949400,5.412920282,43.53449695,70,4729Z,alim
r200N2280000E3952000,5.446262478,43.52967943,27,4729Z,alim
r200N2280200E3952200,5.447479917,43.53053315,40,4721Z,alim
r200N2279800E3952600,5.451520791,43.52741217,86,4724Z,alim
r200N2283200E3950200,5.419692059,43.5558312,42,4729Z,alim
r200N2280000E3952200,5.447954232,43.52879421,178,4729Z,alim
r200N2279600E3946200,5.3745288,43.5225374,110,4729Z,alim
r200N2280200E3952200,5.448185296,43.53033783,22,4725Z,alim
r200N2280000E3952200,5.447065428,43.52804167,69,4729Z,alim
r200N2279800E3952000,5.445724883,43.52768771,30,4725Z,alim
r200N2279800E3951800,5.442089204,43.52663009,52,4725Z,alim
r200N2279800E3951800,5.442089204,43.52663009,80,4724Z,alim
r200N2276800E3944200,5.352179852,43.4957517,204,4729Z,alim
r200N2277800E3948400,5.403258104,43.50647244,100,4722Z,alim
r200N2279600E3952600,5.452926859,43.52596976,115,4729Z,alim
r200N2282600E3950800,5.427530927,43.55086013,340,4724Z,alim
r200N2275400E3946400,5.379259014,43.48394187,1043,4725Z,alim
r200N2281000E3952800,5.453215202,43.53770717,28,4724Z,alim
r200N2276400E3943200,5.33989827,43.49144522,430,4729Z,alim
r200N2281000E3947800,5.392154142,43.53503271,97,4725Z,alim
r200N2279600E3952600,5.45363982,43.52530786,30,4722Z,alim
r200N2279800E3951800,5.443686009,43.5263442,92,4724Z,alim
r200N2285400E3950000,5.417915822,43.57585176,251,4721Z,alim
r200N2280800E3949600,5.415488744,43.53448218,197,4721Z,alim
r200N2277800E3951600,5.440535715,43.50895692,30,4729Z,alim
r200N2275400E3946400,5.379841044,43.48430852,156,4725Z,alim
r200N2284600E3951400,5.433382846,43.57029957,50,4721Z,alim
r200N2268400E3919600,5.055088797,43.40615055,31,4723Z,alim
r200N2268000E3919800,5.056943684,43.40282196,30,4722Z,alim
r200N2268000E3919800,5.05723223,43.40208863,60,4722Z,alim
r200N2268000E3919600,5.055577282,43.40151125,18,4729Z,alim
r200N2264000E3922000,5.087498369,43.36769637,43,4725Z,alim
r200N2268600E3919800,5.056184687,43.40841449,22,4722Z,alim
r200N2268000E3919600,5.055278147,43.40134643,60,4722Z,alim
r200N2261000E3919000,5.053373297,43.33867071,35,4722Z,alim
r200N2261000E3919000,5.053373297,43.33867071,61,4721Z,alim
r200N2268600E3919600,5.05443608,43.40802192,60,4722Z,alim
r200N2268000E3919800,5.057096829,43.40308249,37,4722Z,alim
r200N2270000E3920000,5.057457036,43.42088322,97,4729Z,alim
r200N2295400E3925000,5.099591711,43.65283147,55,4722Z,alim
r200N2294400E3921600,5.058870206,43.64063761,170,4724Z,alim
r200N2295000E3924400,5.094350494,43.6472867,50,4722Z,alim
r200N2293800E3924600,5.096865435,43.63744642,230,4722Z,alim
r200N2294200E3924600,5.097802711,43.6414632,40,4725Z,alim
r200N2292800E3925800,5.11354637,43.62861888,500,4722Z,alim
r200N2294200E3923600,5.083713495,43.64111061,546,4721Z,alim
r200N2294200E3923600,5.083713495,43.64111061,540,4721Z,alim
r200N2294800E3924800,5.099819758,43.64750862,36,4722Z,alim
r200N2294000E3924800,5.098802248,43.63940866,110,4729Z,alim
r200N2294800E3924400,5.093846871,43.64651256,61,4725Z,alim
r200N2294800E3924400,5.093800721,43.64677069,115,4721Z,alim
r200N2295000E3924600,5.095687905,43.64739888,48,4729Z,alim
r200N2294200E3924600,5.096445447,43.64170525,52,4722Z,alim
r200N2294800E3924400,5.093846871,43.64651256,81,4725Z,alim
r200N2294800E3924400,5.093846871,43.64651256,112,4722Z,alim
r200N2294200E3924600,5.096229861,43.64047377,29,4729Z,alim
r200N2293800E3924400,5.094604938,43.63820585,48,4724Z,alim
r200N2294200E3923000,5.075999831,43.63976333,394,4721Z,alim
r200N2294200E3923000,5.075999831,43.63976333,127,4722Z,alim
r200N2294200E3923000,5.075999831,43.63976333,110,4729Z,alim
r200N2294200E3923000,5.075999831,43.63976333,113,4729Z,alim
r200N2293600E3923200,5.080408106,43.63549221,283,4725Z,alim
r200N2294200E3923200,5.079042587,43.63996892,42,4725Z,alim
r200N2351800E3848200,4.100957331,44.10883306,994,4729Z,alim
r200N2351800E3849000,4.111563007,44.10971392,145,4725Z,alim
r200N2352600E3847800,4.09606999,44.11603786,55,4724Z,alim
r200N2320400E3866400,4.354857664,43.84059112,45,4725Z,alim
r200N2320000E3865800,4.349267829,43.83629346,72,4722Z,alim
r200N2320200E3865600,4.344905435,43.83829526,46,4721Z,alim
r200N2318800E3864600,4.336218359,43.8245506,158,4722Z,alim
r200N2318800E3864600,4.336218359,43.8245506,61,4723Z,alim
r200N2318800E3864600,4.336218359,43.8245506,89,4721Z,alim
r200N2318200E3865200,4.343479525,43.81964104,64,4729Z,alim
r200N2318000E3866000,4.353047994,43.81828751,98,4729Z,alim
r200N2319000E3866800,4.361924719,43.8269529,26,4724Z,alim
r200N2319000E3866800,4.361924719,43.8269529,26,4724Z,alim
r200N2318400E3866200,4.355176323,43.82102803,75,4729Z,alim
r200N2320000E3866400,4.356139714,43.83618678,36,4729Z,alim
r200N2320200E3866400,4.354995587,43.83738158,46,4725Z,alim
r200N2320000E3866600,4.359791287,43.83608188,45,4724Z,alim
r200N2320000E3866600,4.359714161,43.83624625,31,4724Z,alim
r200N2320000E3866600,4.359585999,43.83638819,40,4724Z,alim
r200N2320000E3866600,4.3594866,43.83636384,45,4724Z,alim
r200N2320200E3866600,4.358350943,43.83782867,54,4725Z,alim
r200N2320200E3866600,4.357910751,43.8380053,35,4725Z,alim
r200N2320200E3866600,4.358916325,43.83844079,100,4722Z,alim
r200N2320200E3866600,4.358919644,43.83764726,37,4729Z,alim
r200N2320000E3866600,4.359319067,43.8370273,53,4729Z,alim
r200N2320000E3866600,4.359866808,43.83720699,30,4729Z,alim
r200N2320000E3866600,4.359645845,43.83665449,5,4729Z,alim
r200N2320000E3866600,4.359941363,43.8364576,78,4729Z,alim
r200N2320200E3866800,4.361921048,43.8381906,30,4729Z,alim
r200N2320000E3867000,4.364514991,43.8367061,90,4729Z,alim
r200N2320000E3866800,4.361365258,43.83627588,20,4729Z,alim
r200N2320000E3866800,4.361174073,43.83592529,47,4724Z,alim
r200N2320400E3867200,4.365040962,43.83984405,36,4722Z,alim
r200N2320400E3867200,4.365076594,43.83960964,5,4722Z,alim
r200N2320400E3867200,4.365666459,43.83972272,27,4722Z,alim
r200N2320600E3867400,4.367411296,43.84171014,50,4722Z,alim
r200N2246200E3995400,6.000408449,43.24614916,27,4722Z,alim
r200N2256800E4010200,6.177046206,43.34937298,50,4729Z,alim
r200N2233400E4020200,6.3119209,43.14293031,100,4725Z,alim
r200N2234200E4022800,6.342625093,43.15178104,162,4729Z,alim
r200N2234200E4022600,6.342238903,43.15128666,25,4724Z,alim
r200N2234200E4022600,6.342566233,43.15027552,10,4724Z,alim
r200N2233400E4022200,6.337961757,43.14417013,43,4722Z,alim
r200N2231200E4023800,6.358266608,43.12367396,24,4725Z,alim
r200N2231200E4024000,6.359150162,43.12396291,20,4723Z,alim
r200N2231200E4024000,6.359210855,43.12433459,70,4721Z,alim
r200N2231200E4024000,6.359210855,43.12433459,42,4725Z,alim
r200N2234200E4022800,6.342625093,43.15178104,40,4729Z,alim
r200N2231000E4024000,6.359893324,43.12343916,25,4729Z,alim
r200N2233600E4022200,6.337907334,43.14492306,98,4729Z,alim
r200N2232000E4017200,6.276224845,43.12780613,20,4725Z,alim
r200N2271400E3992800,5.954118599,43.47202608,60,4722Z,alim
r200N2322800E3914200,4.94686623,43.89311165,48,4723Z,alim
r200N2314800E3921600,5.043990648,43.82455803,208,4721Z,alim
r200N2316000E3921200,5.039083031,43.83521872,217,4721Z,alim
r200N2316000E3921400,5.039802993,43.83493888,34,4724Z,alim
r200N2316000E3921200,5.037448187,43.83588303,60,4722Z,alim
r200N2316200E3921200,5.037414351,43.83622539,30,4723Z,alim
r200N2316000E3921200,5.037665597,43.83610292,55,4729Z,alim
r200N2316000E3921400,5.041034411,43.83466745,120,4729Z,alim
r200N2316400E3921400,5.040668505,43.83910709,80,4721Z,alim
r200N2316600E3921600,5.041603185,43.84046826,79,4722Z,alim
r200N2316200E3921200,5.038149323,43.83674602,93,4722Z,alim
r200N2314800E3921400,5.042141434,43.82514167,140,4721Z,alim
r200N2314800E3921400,5.042141434,43.82514167,140,4721Z,alim
r200N2314800E3921400,5.042141434,43.82514167,116,4721Z,alim
r200N2314800E3921400,5.042141434,43.82514167,25,4721Z,alim
r200N2314800E3923000,5.060253631,43.82525448,844,4729Z,alim
r200N2316000E3921200,5.037995533,43.83597898,80,4729Z,alim
r200N2316600E3923600,5.066473264,43.84179797,223,4729Z,alim
r200N2316000E3921200,5.038615957,43.83530039,232,4722Z,alim
r200N2316000E3921000,5.036791406,43.83441205,25,4722Z,alim
r200N2316000E3921200,5.0375799,43.83499121,244,4721Z,alim
r200N2316000E3921200,5.037222851,43.83594293,95,4722Z,alim
r200N2315600E3921400,5.040422101,43.83211639,208,4722Z,alim
r200N2314800E3922800,5.059307249,43.82618407,243,4721Z,alim
r200N2340200E4000600,6.00564475,44.0956831,10,4729Z,alim
r200N2287600E3955800,5.485460604,43.59919193,55,4725Z,alim
r200N2287600E3955600,5.484918318,43.59944814,66,4729Z,alim
r200N2286800E3955200,5.479488909,43.59177737,1453,4721Z,alim
r200N2286200E3954800,5.475330513,43.58689451,70,4729Z,alim
r200N2286000E3954600,5.473018753,43.58334188,68,4725Z,alim
r200N2286400E3954800,5.475325482,43.58753708,85,4729Z,alim
r200N2286800E3955000,5.477791328,43.59210317,50,4722Z,alim
r200N2287400E3955600,5.484750901,43.59780508,98,4722Z,alim
r200N2286400E3955000,5.477387828,43.58801484,634,4721Z,alim
r200N2281800E3939800,5.292686871,43.53893447,5,4729Z,alim
r200N2282600E3938600,5.277516632,43.54497161,15,4722Z,alim
r200N2282600E3938800,5.281133467,43.5453625,32,4723Z,alim
r200N2272800E3935200,5.243665092,43.45504948,75,4722Z,alim
r200N2272000E3935600,5.248648175,43.4482096,110,4722Z,alim
r200N2255000E3945000,5.377238479,43.2995731,38,4722Z,alim
r200N2255000E3945200,5.378346161,43.30017007,50,4723Z,alim
r200N2254600E3945000,5.377939048,43.29684103,80,4729Z,alim
r200N2254600E3945000,5.376575981,43.29625409,140,4724Z,alim
r200N2255000E3944800,5.375360334,43.29936634,108,4722Z,alim
r200N2254600E3945000,5.376607477,43.29678136,94,4722Z,alim
r200N2255200E3945000,5.375740351,43.30153677,35,4724Z,alim
r200N2254800E3945000,5.378022809,43.29755295,65,4729Z,alim
r200N2254800E3945400,5.380686828,43.29806651,139,4722Z,alim
r200N2254800E3944800,5.374766245,43.29815512,41,4729Z,alim
r200N2254800E3944800,5.374766245,43.29815512,24,4724Z,alim
r200N2255200E3945000,5.377145608,43.30214359,58,4724Z,alim
r200N2255200E3945400,5.382052164,43.30181759,197,4729Z,alim
r200N2255200E3945400,5.382052164,43.30181759,10,4729Z,alim
r200N2255000E3945600,5.384045335,43.3003233,25,4724Z,alim
r200N2254400E3945200,5.380119621,43.2950312,41,4724Z,alim
r200N2254600E3945400,5.381214917,43.29605545,28,4729Z,alim
r200N2254600E3945200,5.379740794,43.29633215,280,4722Z,alim
r200N2254600E3945200,5.380229636,43.29602244,92,4721Z,alim
r200N2254400E3945200,5.378971804,43.2953564,196,4722Z,alim
r200N2254400E3945200,5.379096525,43.2936867,310,4729Z,alim
r200N2254400E3945400,5.381439206,43.2948969,50,4729Z,alim
r200N2254200E3944800,5.373854288,43.29330263,14,4723Z,alim
r200N2254200E3944800,5.373789949,43.29161522,39,4725Z,alim
r200N2254200E3944600,5.372265236,43.29206924,25,4725Z,alim
r200N2254400E3944800,5.3737475,43.29371976,89,4725Z,alim
r200N2254400E3944800,5.3737475,43.29371976,44,4723Z,alim
r200N2254200E3945000,5.377440225,43.29258263,50,4725Z,alim
r200N2254200E3944800,5.375149011,43.29299399,79,4722Z,alim
r200N2254400E3944800,5.37490548,43.29437221,39,4724Z,alim
r200N2254600E3945000,5.376528097,43.29569856,207,4729Z,alim
r200N2254600E3945000,5.376528097,43.29569856,5,4729Z,alim
r200N2254200E3944600,5.372303861,43.29273155,31,4725Z,alim
r200N2255600E3945600,5.384327058,43.30560226,52,4729Z,alim
r200N2255600E3945600,5.384327058,43.30560226,105,4722Z,alim
r200N2255400E3946400,5.392435249,43.30422124,75,4729Z,alim
r200N2255400E3946400,5.392503214,43.30448889,30,4729Z,alim
r200N2255200E3946400,5.39420573,43.30221822,66,4724Z,alim
r200N2255400E3946400,5.392921734,43.30402829,49,4729Z,alim
r200N2255200E3946400,5.393523609,43.30190869,35,4725Z,alim
r200N2255400E3944600,5.372521955,43.30392056,9,4721Z,alim
r200N2255000E3944200,5.366850071,43.29932253,55,4729Z,alim
r200N2254800E3944200,5.365938248,43.297842,35,4725Z,alim
r200N2254800E3944200,5.365816207,43.29831282,28,4721Z,alim
r200N2254800E3944400,5.36849357,43.29766194,40,4729Z,alim
r200N2254800E3944600,5.371490295,43.29695098,131,4724Z,alim
r200N2254600E3944600,5.371446276,43.29679837,30,4721Z,alim
r200N2254600E3944800,5.373442545,43.29674781,28,4724Z,alim
r200N2254600E3944800,5.373733193,43.29640426,60,4724Z,alim
r200N2254600E3944600,5.372577177,43.29656926,35,4729Z,alim
r200N2254600E3944200,5.367153215,43.29647189,26,4729Z,alim
r200N2254800E3944400,5.368682045,43.29692645,30,4725Z,alim
r200N2254600E3944400,5.36843046,43.29614889,28,4725Z,alim
r200N2254800E3944200,5.366001685,43.29804719,18,4729Z,alim
r200N2254800E3944200,5.368041217,43.29724399,5,4724Z,alim
r200N2255400E3944400,5.369509532,43.30267261,68,4721Z,alim
r200N2256600E3946000,5.38756873,43.31478689,42,4729Z,alim
r200N2256600E3945800,5.38581917,43.31476804,315,4722Z,alim
r200N2256400E3945800,5.386386598,43.31308654,82,4721Z,alim
r200N2256400E3945800,5.386505884,43.31263009,80,4722Z,alim
r200N2256000E3945400,5.380661716,43.30904678,53,4721Z,alim
r200N2256000E3945400,5.380661716,43.30904678,52,4722Z,alim
r200N2256000E3945400,5.381646249,43.3085654,51,4721Z,alim
r200N2256200E3945200,5.378460754,43.31116519,33,4722Z,alim
r200N2256200E3945200,5.379337297,43.31029439,40,4722Z,alim
r200N2256400E3945800,5.385395603,43.31285568,41,4721Z,alim
r200N2256400E3945800,5.385990016,43.31305296,63,4724Z,alim
r200N2256400E3945800,5.386164493,43.31286804,35,4722Z,alim
r200N2256200E3945800,5.38627172,43.31178964,47,4722Z,alim
r200N2255600E3945600,5.38342156,43.30553879,40,4721Z,alim
r200N2255600E3944800,5.372946448,43.30551077,39,4724Z,alim
r200N2255600E3944800,5.37368136,43.3053132,155,4722Z,alim
r200N2255800E3945000,5.37652801,43.30768984,622,4722Z,alim
r200N2255800E3944800,5.374205119,43.30613634,200,4722Z,alim
r200N2257200E3945000,5.374214701,43.31886068,89,4722Z,alim
r200N2257200E3945000,5.374214701,43.31886068,29,4722Z,alim
r200N2257200E3945000,5.374214701,43.31886068,29,4722Z,alim
r200N2257200E3945000,5.374214701,43.31886068,60,4722Z,alim
r200N2256800E3945200,5.378022549,43.31691399,38,4721Z,alim
r200N2256600E3945600,5.381744441,43.31461971,100,4725Z,alim
r200N2256600E3945400,5.381636561,43.31408679,40,4725Z,alim
r200N2256200E3945200,5.378197541,43.31146359,65,4722Z,alim
r200N2256800E3945200,5.377592052,43.31677802,60,4722Z,alim
r200N2256800E3945600,5.383505292,43.31588493,100,4721Z,alim
r200N2256600E3945600,5.381751527,43.31437423,200,4725Z,alim
r200N2256200E3945200,5.37802592,43.31149983,53,4721Z,alim
r200N2257000E3945400,5.379092377,43.31848429,100,4721Z,alim
r200N2257200E3945000,5.374214701,43.31886068,89,4722Z,alim
r200N2256400E3945000,5.375757775,43.3132418,45,4721Z,alim
r200N2256400E3945000,5.375757775,43.3132418,89,4721Z,alim
r200N2256400E3945000,5.375757775,43.3132418,59,4722Z,alim
r200N2256600E3944800,5.373197424,43.31418369,50,4722Z,alim
r200N2255800E3944800,5.372669388,43.3066012,145,4721Z,alim
r200N2255200E3947400,5.405059018,43.30359084,53,4729Z,alim
r200N2254400E3947400,5.405648697,43.29633568,22,4721Z,alim
r200N2254400E3947200,5.404879205,43.29622227,27,4722Z,alim
r200N2254800E3947200,5.403321624,43.29850791,89,4729Z,alim
r200N2254800E3947200,5.403321624,43.29850791,26,4729Z,alim
r200N2255200E3947200,5.402808729,43.30300265,165,4722Z,alim
r200N2255200E3947000,5.401375609,43.3018492,20,4724Z,alim
r200N2255200E3947200,5.402396541,43.30334554,162,4721Z,alim
r200N2255600E3947600,5.409263239,43.30709163,14,4722Z,alim
r200N2255200E3947000,5.401059997,43.30278581,95,4721Z,alim
r200N2256400E3947200,5.40294984,43.31392397,46,4721Z,alim
r200N2256000E3947200,5.401947196,43.30918845,18,4725Z,alim
r200N2256000E3947000,5.400342319,43.30950539,28,4729Z,alim
r200N2256000E3947000,5.401412523,43.30990345,60,4722Z,alim
r200N2256000E3947200,5.403364629,43.30948609,40,4721Z,alim
r200N2352800E3830800,3.884461369,44.10520901,50,4721Z,alim
r200N2352800E3830800,3.883827584,44.10520935,40,4722Z,alim
r200N2352800E3830800,3.884174665,44.10596094,74,4725Z,alim
r200N2358400E3848800,4.103450706,44.16937968,20,4722Z,alim
r200N2358600E3848800,4.104045527,44.17043069,55,4729Z,alim
r200N2297800E3851600,4.192599382,43.62722896,77,4722Z,alim
r200N2297800E3851600,4.192599382,43.62722896,40,4725Z,alim
r200N2292000E3858400,4.281296151,43.57911173,300,4721Z,alim
r200N2342400E3896400,4.709061268,44.0579675,136,4725Z,alim
r200N2349400E3876400,4.453953565,44.10656376,80,4725Z,alim
r200N2353400E3879400,4.489230608,44.1454259,89,4729Z,alim
r200N2357800E3847200,4.083591034,44.16263189,13,4722Z,alim
r200N2357800E3847200,4.083591034,44.16263189,13,4722Z,alim
r200N2357400E3847200,4.083188316,44.15835756,66,4722Z,alim
r200N2235600E3998200,6.041194624,43.15327332,50,4729Z,alim
r200N2235600E3998200,6.041194624,43.15327332,100,4729Z,alim
r200N2237000E3998200,6.041868825,43.16458632,34,4729Z,alim
r200N2235600E3998200,6.041194624,43.15327332,50,4729Z,alim
r200N2285200E4053600,6.695521542,43.62367903,15,4725Z,alim
r200N2285000E4053400,6.69182298,43.62155886,141,4722Z,alim
r200N2285200E4053600,6.695782742,43.62403008,93,4725Z,alim
r200N2280000E4037200,6.495563424,43.57011463,90,4722Z,alim
r200N2258800E4013800,6.219929801,43.36840234,95,4722Z,alim
r200N2258800E4013800,6.219649686,43.36822964,110,4725Z,alim
r200N2276400E4029000,6.396758037,43.53389354,37,4729Z,alim
r200N2276400E4029000,6.396883627,43.53377248,25,4729Z,alim
r200N2276400E4028800,6.395174982,43.53429683,72,4722Z,alim
r200N2276400E4028800,6.394758295,43.53438991,80,4721Z,alim
r200N2276400E4028800,6.3951069,43.53431937,32,4729Z,alim
r200N2276400E4029800,6.405253339,43.53425769,347,4725Z,alim
r200N2329600E3903400,4.805623028,43.94712069,36,4729Z,alim
r200N2328600E3903000,4.803526781,43.93781967,63,4721Z,alim
r200N2328200E3905200,4.829084159,43.93600013,39,4722Z,alim
r200N2329800E3903200,4.803653538,43.94897968,48,4729Z,alim
r200N2325800E3909600,4.887563272,43.91607754,57,4725Z,alim
r200N2328600E3904400,4.819534456,43.93857915,38,4722Z,alim
r200N2327800E3908600,4.872212059,43.93403034,51,4725Z,alim
r200N2330000E3905200,4.828355346,43.95188025,80,4725Z,alim
r200N2326800E3901600,4.786399687,43.92129408,46,4729Z,alim
r200N2327200E3906800,4.851287147,43.92723513,240,4729Z,alim
r200N2326800E3907600,4.860444319,43.92322956,917,4729Z,alim
r200N2326800E3907600,4.860444319,43.92322956,21,4721Z,alim
r200N2310600E4039800,6.512154215,43.84732201,55,4722Z,alim
r200N2304600E3901600,4.80459921,43.72129248,130,4722Z,alim
r200N2304600E3901600,4.803374569,43.72151104,40,4729Z,alim
r200N2304600E3901800,4.806695849,43.72034737,20,4729Z,alim
r200N2304600E3901800,4.806695849,43.72034737,60,4729Z,alim
r200N2304600E3901600,4.804605903,43.72099844,30,4725Z,alim
r200N2287800E3846800,4.142827976,43.53390706,25,4722Z,alim
r200N2287800E3846800,4.142827976,43.53390706,35,4722Z,alim
r200N2287800E3846800,4.142827976,43.53390706,32,4722Z,alim
r200N2271800E3948800,5.412319758,43.45234997,10,4724Z,alim
r200N2270200E3949800,5.425265276,43.43965416,20,4722Z,alim
r200N2272600E3948400,5.405926593,43.46029548,104,4722Z,alim
r200N2271400E3947600,5.397665805,43.44911219,80,4722Z,alim
r200N2271400E3947600,5.397665805,43.44911219,60,4725Z,alim
r200N2270600E3947600,5.398167109,43.44142676,1092,4729Z,alim
r200N2271400E3947600,5.397665805,43.44911219,40,4723Z,alim
r200N2271400E3947600,5.397665805,43.44911219,170,4721Z,alim
r200N2271400E3947600,5.397665805,43.44911219,60,4723Z,alim
r200N2264200E3963200,5.594461515,43.39326492,40,4729Z,alim
r200N2263600E3963800,5.60087922,43.38770266,64,4725Z,alim
r200N2265200E3930800,5.194775751,43.38397784,99,4721Z,alim
r200N2322200E3906800,4.855011554,43.88194013,16,4722Z,alim
r200N2322200E3906800,4.853530336,43.88269945,73,4722Z,alim
r200N2322800E3906600,4.852729574,43.8877089,370,4724Z,alim
r200N2322200E3906800,4.853569325,43.88214996,18,4721Z,alim
r200N2322200E3906800,4.853569325,43.88214996,26,4721Z,alim
r200N2322200E3906800,4.853569325,43.88214996,22,4721Z,alim
r200N2322400E3906800,4.854712877,43.88470249,68,4722Z,alim
r200N2323000E3906800,4.853772217,43.88928898,172,4721Z,alim
r200N2323000E3906800,4.853772217,43.88928898,172,4721Z,alim
r200N2322800E3906400,4.850399835,43.88803978,300,4721Z,alim
r200N2322800E3906600,4.850689714,43.88806759,110,4729Z,alim
r200N2322600E3906800,4.853683225,43.886293,108,4721Z,alim
r200N2322800E3905600,4.840576824,43.88762802,630,4721Z,alim
r200N2322200E3906400,4.850516961,43.88179905,90,4725Z,alim
r200N2240200E3963200,5.608941036,43.17630843,16,4725Z,alim
r200N2241600E3964600,5.627205824,43.18933771,95,4729Z,alim
r200N2241400E3964800,5.628633844,43.18883114,31,4723Z,alim
r200N2240200E3963000,5.6072043,43.17555654,31,4722Z,alim
r200N2241600E3964800,5.628557602,43.18898295,24,4725Z,alim
r200N2241800E3963200,5.609311718,43.19022128,54,4721Z,alim
r200N2241800E3965800,5.640632723,43.19145029,107,4722Z,alim
r200N2240600E3962400,5.600455955,43.17873542,60,4725Z,alim
r200N2239800E3962800,5.605587059,43.17224424,29,4729Z,alim
r200N2240200E3962800,5.605287539,43.17590234,23,4725Z,alim
r200N2240600E3962400,5.6003444,43.17910067,40,4721Z,alim
r200N2243000E3961800,5.590995684,43.20106299,100,4729Z,alim
r200N2241600E3964800,5.629124519,43.18925246,48,4729Z,alim
r200N2241400E3962800,5.604340733,43.18771752,1000,4725Z,alim
r200N2241600E3963800,5.615503375,43.18918233,129,4725Z,alim
r200N2243600E3964800,5.628098392,43.20823882,128,4722Z,alim
r200N2243800E3962200,5.596278538,43.20780797,1032,4725Z,alim
r200N2240000E3963000,5.608307184,43.17473375,18,4725Z,alim
r200N2241400E3967400,5.659601969,43.1891672,30,4721Z,alim
r200N2267600E3919400,5.052699373,43.39803734,225,4725Z,alim
r200N2267600E3919000,5.047424205,43.39902539,54,4722Z,alim
r200N2268000E3919200,5.05060812,43.40262175,15,4729Z,alim
r200N2253000E3945600,5.384871862,43.28170606,45,4722Z,alim
r200N2253000E3945600,5.385371412,43.28178839,55,4729Z,alim
r200N2252600E3945400,5.383418739,43.27836661,40,4725Z,alim
r200N2252200E3945600,5.385016558,43.27484429,70,4725Z,alim
r200N2252200E3945600,5.384942821,43.27538048,60,4721Z,alim
r200N2252600E3945400,5.383038907,43.27810855,56,4722Z,alim
r200N2252600E3945400,5.383056603,43.27824701,25,4721Z,alim
r200N2251600E3945000,5.379460674,43.26946924,100,4723Z,alim
r200N2251600E3945000,5.379460674,43.26946924,48,4721Z,alim
r200N2248800E3944200,5.370742674,43.24356734,47,4722Z,alim
r200N2248800E3944000,5.369736113,43.24302627,57,4725Z,alim
r200N2248600E3944600,5.3766383,43.24117927,60,4721Z,alim
r200N2248400E3944600,5.376389293,43.24043334,70,4721Z,alim
r200N2248600E3945400,5.387352518,43.24168693,84,4722Z,alim
r200N2248600E3945400,5.387352518,43.24168693,32,4729Z,alim
r200N2252800E3945800,5.388991201,43.28128447,298,4722Z,alim
r200N2252600E3946000,5.391673551,43.27884948,70,4721Z,alim
r200N2252600E3946200,5.392000472,43.27856163,45,4722Z,alim
r200N2252600E3946200,5.392000472,43.27856163,50,4722Z,alim
r200N2252000E3946000,5.391641264,43.27416207,250,4722Z,alim
r200N2252000E3946000,5.391466522,43.27335967,20,4729Z,alim
r200N2252400E3946400,5.396866253,43.2765598,115,4729Z,alim
r200N2252200E3946400,5.395393854,43.27471675,16,4725Z,alim
r200N2252200E3946400,5.395393854,43.27471675,31,4725Z,alim
r200N2251200E3946000,5.391069145,43.26693424,31,4721Z,alim
r200N2251600E3945800,5.388585598,43.2692515,70,4725Z,alim
r200N2251600E3945800,5.388585598,43.2692515,10,4729Z,alim
r200N2251600E3945800,5.388153638,43.26994725,18,4722Z,alim
r200N2251600E3945800,5.38812832,43.27005563,72,4723Z,alim
r200N2251800E3946000,5.391315961,43.27180966,36,4723Z,alim
r200N2251600E3945800,5.388284761,43.26986025,252,4729Z,alim
r200N2251800E3946000,5.391752669,43.27087556,300,4729Z,alim
r200N2251800E3946000,5.391148767,43.27067238,5,4729Z,alim
r200N2251600E3945800,5.387999254,43.26928541,122,4723Z,alim
r200N2251600E3945800,5.38809086,43.26911752,39,4721Z,alim
r200N2251600E3945600,5.386312351,43.26970645,320,4724Z,alim
r200N2251600E3945800,5.388153638,43.26994725,60,4722Z,alim
r200N2251800E3945600,5.38677788,43.27156538,40,4721Z,alim
r200N2251200E3945800,5.389103158,43.26660444,83,4725Z,alim
r200N2251600E3945800,5.389449811,43.26963873,153,4729Z,alim
r200N2251600E3945800,5.389449811,43.26963873,160,4729Z,alim
r200N2252000E3945400,5.384667437,43.27371085,70,4725Z,alim
r200N2251800E3945600,5.387423573,43.27044332,100,4729Z,alim
r200N2251800E3945600,5.387423573,43.27044332,20,4729Z,alim
r200N2251600E3945800,5.387999254,43.26928541,29,4729Z,alim
r200N2251600E3945800,5.389449811,43.26963873,41,4729Z,alim
r200N2255200E3948400,5.418238769,43.3040472,100,4722Z,alim
r200N2255400E3948200,5.416468467,43.3049104,53,4722Z,alim
r200N2255200E3948200,5.416030702,43.30411799,90,4729Z,alim
r200N2255200E3948200,5.41583861,43.30424678,370,4729Z,alim
r200N2255200E3948200,5.416865248,43.30380145,44,4721Z,alim
r200N2255200E3948200,5.415687238,43.3039252,60,4721Z,alim
r200N2255200E3948200,5.415214991,43.30397484,60,4722Z,alim
r200N2255200E3948200,5.414960491,43.3040414,80,4725Z,alim
r200N2255400E3948200,5.416303836,43.30469083,5,4722Z,alim
r200N2255400E3948400,5.417810306,43.3046547,104,4721Z,alim
